650000	750000	1.64147E-06	-23.79719365	7.686067331	0	0	1.64147E-06	-23.79719365
650200.4008	650200.4008	1.93293E-06	-61.64622267	7.686067331	0	0	1.93293E-06	-61.64622267
650400.8016	650400.8016	1.4082E-06	-21.1742377	7.686067331	0	0	1.4082E-06	-21.1742377
650601.2024	650601.2024	1.14366E-06	-124.6222873	7.686067331	0	0	1.14366E-06	-124.6222873
650801.6032	650801.6032	6.81276E-07	-107.9542875	7.686067331	0	0	6.81276E-07	-107.9542875
651002.004	651002.004	1.98425E-06	-149.5446469	7.686067331	0	0	1.98425E-06	-149.5446469
651202.4048	651202.4048	1.26437E-06	-174.5911208	7.686067331	0	0	1.26437E-06	-174.5911208
651402.8056	651402.8056	1.70078E-06	175.8567822	7.686067331	0	0	1.70078E-06	-184.1432178
651603.2064	651603.2064	1.97623E-06	153.0938108	7.686067331	0	0	1.97623E-06	-206.9061892
651803.6072	651803.6072	2.13717E-06	146.0653645	7.686067331	0	0	2.13717E-06	-213.9346355
652004.008	652004.008	2.80828E-06	133.0930622	7.686067331	0	0	2.80828E-06	-226.9069378
652204.4088	652204.4088	2.75666E-06	111.4418903	7.686067331	0	0	2.75666E-06	-248.5581097
652404.8096	652404.8096	3.42279E-06	114.7651487	7.686067331	0	0	3.42279E-06	-245.2348513
652605.2104	652605.2104	3.69091E-06	111.2933589	7.686067331	0	0	3.69091E-06	-248.7066411
652805.6112	652805.6112	3.09183E-06	95.30504296	7.686067331	0	0	3.09183E-06	-264.694957
653006.012	653006.012	3.45758E-06	83.66641788	7.686067331	0	0	3.45758E-06	-276.3335821
653206.4128	653206.4128	3.75521E-06	69.43307719	7.686067331	0	0	3.75521E-06	-290.5669228
653406.8136	653406.8136	3.11815E-06	70.89097951	7.686067331	0	0	3.11815E-06	-289.1090205
653607.2144	653607.2144	3.15388E-06	69.37459085	7.686067331	0	0	3.15388E-06	-290.6254091
653807.6152	653807.6152	3.12391E-06	66.42747081	7.686067331	0	0	3.12391E-06	-293.5725292
654008.016	654008.016	4.23184E-06	54.05304868	7.686067331	0	0	4.23184E-06	-305.9469513
654208.4168	654208.4168	3.80605E-06	34.66597724	7.686067331	0	0	3.80605E-06	-325.3340228
654408.8176	654408.8176	3.483E-06	16.00723431	7.686067331	0	0	3.483E-06	-343.9927657
654609.2184	654609.2184	2.36417E-06	10.06628907	7.686067331	0	0	2.36417E-06	-349.9337109
654809.6192	654809.6192	1.86164E-06	2.53882948	7.686067331	0	0	1.86164E-06	-357.4611705
655010.02	655010.02	2.20605E-06	-10.54926935	7.686067331	0	0	2.20605E-06	-370.5492693
655210.4208	655210.4208	1.09387E-06	-42.93607164	7.686067331	0	0	1.09387E-06	-402.9360716
655410.8216	655410.8216	1.06503E-06	-15.54360272	7.686067331	0	0	1.06503E-06	-375.5436027
655611.2224	655611.2224	1.41499E-06	3.011903254	7.686067331	0	0	1.41499E-06	-356.9880967
655811.6232	655811.6232	1.45944E-06	1.818818605	7.686067331	0	0	1.45944E-06	-358.1811814
656012.024	656012.024	2.15456E-06	16.26024545	7.686067331	0	0	2.15456E-06	-343.7397546
656212.4248	656212.4248	1.3287E-06	-23.1420944	7.686067331	0	0	1.3287E-06	-383.1420944
656412.8257	656412.8257	9.049E-07	-33.30405024	7.686067331	0	0	9.049E-07	-393.3040502
656613.2265	656613.2265	6.48544E-07	-25.96115645	7.686067331	0	0	6.48544E-07	-385.9611565
656813.6273	656813.6273	9.38659E-07	-80.03766913	7.686067331	0	0	9.38659E-07	-440.0376691
657014.0281	657014.0281	1.49479E-06	-71.59370825	7.686067331	0	0	1.49479E-06	-431.5937082
657214.4289	657214.4289	1.7082E-06	-123.3398601	7.686067331	0	0	1.7082E-06	-483.3398601
657414.8297	657414.8297	1.221E-06	-139.4800592	7.686067331	0	0	1.221E-06	-499.4800592
657615.2305	657615.2305	9.18682E-07	157.7317108	7.686067331	0	0	9.18682E-07	-562.2682892
657815.6313	657815.6313	1.10151E-06	120.3062646	7.686067331	0	0	1.10151E-06	-599.6937354
658016.0321	658016.0321	1.14786E-06	89.96242789	7.686067331	0	0	1.14786E-06	-630.0375721
658216.4329	658216.4329	7.38254E-07	24.30821366	7.686067331	0	0	7.38254E-07	-695.6917863
658416.8337	658416.8337	1.15005E-06	26.5006524	7.686067331	0	0	1.15005E-06	-693.4993476
658617.2345	658617.2345	1.05079E-06	58.98674626	7.686067331	0	0	1.05079E-06	-661.0132537
658817.6353	658817.6353	5.29883E-07	-11.59555736	7.686067331	0	0	5.29883E-07	-731.5955574
659018.0361	659018.0361	1.14812E-06	26.78003578	7.686067331	0	0	1.14812E-06	-693.2199642
659218.4369	659218.4369	1.43221E-06	-28.36758686	7.686067331	0	0	1.43221E-06	-748.3675869
659418.8377	659418.8377	1.78585E-06	-16.43999693	7.686067331	0	0	1.78585E-06	-736.4399969
659619.2385	659619.2385	1.56058E-06	-34.67134543	7.686067331	0	0	1.56058E-06	-754.6713454
659819.6393	659819.6393	2.36267E-06	-72.87394163	7.686067331	0	0	2.36267E-06	-792.8739416
660020.0401	660020.0401	2.71032E-06	-68.43793529	7.686067331	0	0	2.71032E-06	-788.4379353
660220.4409	660220.4409	3.43815E-06	-71.0488094	7.686067331	0	0	3.43815E-06	-791.0488094
660420.8417	660420.8417	4.00746E-06	-96.2275546	7.686067331	0	0	4.00746E-06	-816.2275546
660621.2425	660621.2425	3.88879E-06	-109.9005116	7.686067331	0	0	3.88879E-06	-829.9005116
